-0.8714894,4.697424,8.859145
-0.94930094,4.6938324,8.286931
-1.1629834,4.57113,7.773973
-1.2485761999999998,4.470573,7.353790299999999
-1.3144168,4.3993454000000005,7.286154300000001
-1.4239515,4.3688197,7.4112515
-1.6891093000000001,4.1880574,7.5495167
-1.8088194,4.1575313,7.697957000000001
-1.7435773999999997,4.285621,7.973290400000001
-1.4586674,4.4574050000000005,8.164227499999999
-1.2491747,4.5842977,8.165425
-1.1432313,4.6818614,8.151060000000001
-1.0019734,4.799176999999999,8.247425999999999
-0.9151836,4.856637999999999,8.11395
-0.9068039000000001,4.907515,8.175002000000001
-1.0241197,4.8865657,8.250419
-1.2797008,4.794389,8.384495
-1.4574703000000002,4.7500963,8.557475
-1.6992846999999998,4.6591167,8.805874000000001
-1.9506758000000002,4.559158999999999,9.146449
-2.0488381,4.5920787,9.321226
-2.0859482,4.882375700000001,9.241617999999999
-2.0482395,5.129576999999999,9.014768
-2.0003555,5.269638,8.775947
-1.9602526000000002,5.241505999999999,8.916007
-1.8776526000000002,5.0918684,9.305663000000001
-1.927931,4.809353,9.276335000000001
-1.9261352999999999,4.531027,9.273342
-1.8243817,4.1772833,9.336189
-1.7154455000000002,3.8971617,9.220071
-1.6561891,3.7457285000000002,9.116522
-1.5999253,3.8061821000000005,8.215703
-1.2856863,3.879804,7.156867500000001
-0.9804255999999999,3.945046,6.4990606
-0.9259575000000001,3.9324763,6.51582
-0.9900024,3.8624457999999997,6.5637039999999995
-0.6997054,3.4691982000000006,5.779603
-0.38726214,3.4608185,6.5990186
0.060453594000000006,3.3010056000000003,7.337031
0.18614918,3.4141315999999997,8.186973
0.3854665,3.3794157999999994,8.760982499999999
0.50397944,3.6421792999999996,8.851962
0.45729253,3.793014,8.914810000000001
0.48303019999999997,4.021062000000001,8.600571
0.04369418,4.2610803,8.482656500000001
-0.42317516,4.420893700000001,8.359355
-0.93493575,4.504690599999999,8.528147
-1.328782,4.549582,9.005191
-1.5406688,4.5232453,9.23264
-1.6573862000000001,4.5352163,9.227253
-1.6250643999999999,4.5280337,8.760384
-1.6310499,4.493318,8.531737
-1.7190368000000003,4.2862196,8.22109
