0,0.34237084,1.596334,9.7007065
4,-0.015562311,1.6472107,10.432136
43,-0.130484,2.0123265,9.516354
46,-0.12808979,2.146402,8.929175
114,0.19093758,2.343325,8.7125
117,0.1448492,2.4247277,8.88608
119,-0.15322891,2.505532,8.087613
137,0.22445641,2.6743233,8.397064
157,0.34835634,2.5755625,8.825626
177,0.31483752,2.5115175,9.126099
197,0.57999533,2.4025815,9.831789
217,0.31304187,2.3127987,10.0903635
237,0.018555064,2.4181437,9.701904
257,-0.31603462,2.421735,9.838373
277,0.21188685,2.9454668,10.059238
297,0.2669535,2.830545,10.283695
317,0.015562311,2.891597,10.559627
337,0.31184477,2.9484594,10.107122
357,0.30406362,2.7527335,9.706693
379,0.41599256,2.7030537,9.728839
494,0.16519992,2.4528596,10.229825
497,0.6218939,2.5258827,10.465055
500,0.48722005,2.099715,8.359954
518,0.7505822,2.2373815,8.019978
538,0.65900403,1.9782091,9.441534
559,1.6567876,2.546832,9.56304
578,2.8419175,2.5450363,8.406042
599,3.2441432,2.6018987,9.072827
617,2.8652608,2.7670987,9.513959
637,3.8654387,2.6797101,8.500613
657,4.2850223,2.859874,8.272566
677,4.875193,3.445855,9.196129
697,5.3115363,2.5647886,8.681973
717,5.0140567,1.7944542,8.86513
738,4.100669,1.7292122,9.549872
758,3.4249055,1.216853,10.485406
777,3.3022027,0.97982705,10.843938
798,2.8682537,0.9576807,10.143634
818,2.6318262,1.5765818,9.58818
838,2.4001873,1.9375077,8.932767
858,2.4720132,2.1643584,8.523956
878,2.7042508,2.4145525,8.243835
898,3.0747535,3.0663738,9.218874
918,1.4975731,2.8287494,9.457695
938,1.8369513,2.2349873,7.632715
959,1.2108675,2.4271219,7.9966335
980,0.91458505,2.259528,9.900024
998,0.676362,1.7411832,10.55843
1018,0.3800795,2.0153193,10.055647
1039,0.0664391,2.859874,8.421604
1060,-0.7188591,3.300407,8.480861
1080,0.089184016,3.21661,8.57184
1100,-0.9247604,2.7180176,10.336368
1119,-0.22445641,3.515885,10.477027
1139,-0.45190558,2.9831753,10.666767
1160,-0.90021986,2.6180596,10.506954
1180,-1.7884687,2.3235726,10.063428
1211,-1.2982559,2.2188265,10.176555
1218,-0.9959879,2.4504654,10.055049
1240,-1.1384429,2.1918917,9.734824
1272,-1.0259154,2.3798366,9.767146
1289,-0.12868834,2.8173769,10.47164
1305,0.0011971008,2.558803,10.231023
1324,-0.39384618,1.6406267,10.1143055
1340,-0.6913257,1.0636241,10.483611
1371,-0.57760113,1.3431472,11.270704
1388,-0.61112,1.7070658,10.21965
1405,-0.7224504,2.6844985,8.333019
1423,-0.6799533,3.1250317,7.1730285
1440,-0.23163901,2.9047651,8.291121
1458,-0.207697,2.6258407,8.850765
1478,-0.24061728,2.973,8.690353
1498,-0.623091,2.7623103,8.899248
1518,-0.46387658,2.791639,8.887277
1538,0.065242,3.3345244,8.641273
1558,0.11671733,3.7660792,8.932767
1579,-0.45130703,3.3943794,9.231443
1601,-0.7224504,3.3255463,9.069236
1625,-0.748188,3.6553473,8.473679
1640,-0.5542577,3.9414546,8.377312
1662,-0.23283611,4.38498,8.346786
1680,-0.34596214,4.2281604,8.531737
1700,-0.8403648,3.7403417,9.178771
1724,-1.1252748,3.3806129,9.467272
1740,-0.96187055,3.7020345,9.0554695
1759,-0.5129577,4.6297874,8.675988
1779,-0.20590134,4.9901147,8.66701
1799,-0.12090719,4.8859673,8.841188
1819,-0.18734628,4.249708,9.129091
1839,-0.31184477,3.8827965,9.75697
1860,-0.21428105,3.7223852,9.988011
1880,-0.10354923,4.032434,9.395446
1900,0.23762453,4.5298295,9.053674
1919,0.19153613,4.313753,8.885481
1939,0.19632454,4.1096473,8.884284
1962,0.47644615,4.1491513,9.045294
1980,0.9463082,4.226963,8.804677
2002,1.3012487,3.989937,8.980651
2023,1.3742718,3.6954503,9.235633
2042,1.1150994,3.2261868,9.336788
2062,1.1091139,3.301604,9.272743
2082,1.1617863,3.4542346,9.048885
2102,1.3790601,3.5775359,8.735245
2120,1.7040731,3.9258924,7.8452005
2142,2.0099323,4.4017396,7.1383123
2162,1.9620483,4.601057,7.282563
2182,1.9213469,4.1425676,7.7470384
2202,2.0667946,3.8989575,8.4904375
2222,2.030283,3.6343982,9.188946
2242,1.8130093,3.3943794,9.281123
2259,1.6041151,3.6487634,8.197746
2282,1.5215151,4.035427,7.526173
2302,1.6065093,4.2521024,7.4429746
2322,1.3144168,4.2161894,7.5926123
2342,0.8996213,4.201824,7.541735
2361,0.7870938,4.4915223,7.379528
2381,0.8607155,4.6495395,7.824251
2401,0.7284359,4.3885717,8.513183
2422,0.40282443,4.6519337,8.230068
2441,0.34356794,4.84347,8.197148
2463,0.11492168,4.8865657,8.845378
2483,0.17357962,5.101445,9.245809
2502,0.45848963,5.647922,9.022549
2523,0.3321955,5.324106,9.476251
2541,0.11133038,4.7536874,10.257359
2562,0.1328782,4.7560816,10.286089
2581,-0.18914193,4.6124296,9.832987
2602,-0.86011696,4.5136685,9.483433
2621,-1.4101849,4.6297874,8.653243
2641,-1.6262615,4.5741224,8.273763
2662,-1.2862848,3.7523127,9.341577
2681,-1.0031705,2.9963434,10.849923
2702,-0.5943606,2.6767175,11.274296
2722,-0.64703304,2.8754363,10.311827
2742,-1.2982559,2.6449943,9.227852
2762,-1.9213469,1.8956091,9.299678
2784,-1.4700398,2.1613655,8.319252
2800,-1.9440918,2.9317,8.213907
2823,-1.9794062,3.1549592,7.915829
2840,-1.785476,3.502717,8.066664
2864,-1.258153,3.502717,8.238448
2885,-1.1234791,3.6822822,9.036914
2903,-1.1097125,3.5745432,9.169792
2922,-0.97144735,2.858677,9.188348
2941,-0.7020996,2.5264814,8.883087
2963,-0.79966336,2.8377275,8.623316
2983,-1.0013748,3.3967736,7.705738
3003,-0.7846996,3.5990837,8.392874
3028,-0.20709845,2.9071593,9.5570545
3055,0.18495208,2.5139117,10.041881
3065,0.18136078,2.7940333,9.656414
3085,-0.0005985504,3.2130187,9.101558
3103,0.091578215,3.5284548,9.263166
3124,0.3573346,3.6248214,9.227253
3145,0.30705637,3.5942953,9.673173
3165,-0.57760113,3.66672,9.414001
3183,-0.30346507,3.5212722,9.105149
3214,-0.4441244,3.807978,8.584411
3238,0.15741876,4.754286,8.962694
3261,1.1240777,5.3115363,9.902418
3270,0.1604115,4.5058875,10.608707
3280,-0.46627077,3.602675,9.640253
3300,-0.60693014,4.07134,8.913014
3320,-0.30466217,3.6230257,9.221268
3340,0.07062895,3.6002808,9.920973
3360,-0.110731825,3.8163576,10.072407
3383,-0.06284779,3.9677908,9.692925
3402,0.5410896,3.982156,9.290101
3423,1.0342951,3.594894,9.149442
3443,1.5741876,3.0711622,9.989208
3463,1.6807296,1.8644845,10.582372
3484,1.6220716,1.6645688,10.510546
3504,1.4275428,1.3802572,10.996569
3522,1.5981296,1.7914615,9.6288805
3542,0.9959879,2.178125,9.0794115
3562,1.0319009,2.3774424,8.813056
3582,1.6430209,2.7407625,8.183381
3602,2.0614076,2.5797524,7.4004774
3623,2.1158757,2.4959552,7.3962874
3644,1.7154455,2.540248,8.441357
3662,0.93014735,2.6078842,9.309854
3684,1.1121067,2.818574,8.917803
3702,1.0187328,2.4863784,8.597578
3723,1.299453,2.5139117,8.896255
3745,1.323395,2.4552538,9.106945
3762,1.5155296,2.873042,8.925584
3785,1.6400281,2.7257986,8.989629
3803,1.3611037,2.7754784,8.8777
3823,1.252766,2.9706059,8.728661
3845,1.459266,3.4608185,8.400057
3862,1.4598645,3.6499605,8.41921
3882,1.0301052,3.57993,8.7849245
3905,0.80205756,3.6224272,9.296685
3923,1.1139023,3.752911,9.787497
3942,0.7104794,3.8013937,9.174581
3964,0.45370123,4.0096893,9.007586
3984,0.36750996,3.8552632,9.317036
4003,0.2825158,3.815759,9.604341
4022,0.034117375,3.8265328,9.539098
4043,0.037708677,3.6296098,9.320627
4062,0.2777274,3.5458126,9.644443
4089,0.54168814,3.5212722,10.116699
4102,0.19033903,3.6152446,10.062231
4123,-0.1352724,3.494936,10.158598
4142,-0.30286652,2.9987376,10.2974615
4163,-0.4938041,2.4809916,10.576984
4183,-0.6242881,2.0919337,11.293449
4203,-0.5315128,1.7064673,11.614272
4223,-0.7254431,1.4407109,10.759542
4244,-0.9696517,1.4957775,9.746795
4263,-1.2934675,1.6184803,8.828619
4283,-1.4197617,1.9554642,8.528147
4302,-1.7112557,2.0524294,8.409634
4323,-1.5454572,2.2529438,8.096592
4343,-1.5149311,2.2397757,8.100183
4362,-1.2372037,2.220622,8.66701
4383,-1.0767922,2.0494366,9.133281
4403,-0.78529817,2.1015105,9.277532
4423,-0.3184288,2.167351,9.054871
4443,-0.25977087,2.6809072,9.168595
4465,-0.59256494,2.7820623,8.875306
4484,-0.7212533,2.9083564,8.652645
4504,-0.61411273,3.0771477,8.629301
4525,-0.4285621,3.1519666,8.713099
4544,-0.4165911,3.2423477,9.147048
4564,-0.56203884,3.4165258,9.4217825
4584,-0.6410475,3.4452562,9.257181
4604,-0.7086837,3.5422213,9.337387
4624,-0.36990416,3.7379475,9.250597
4645,-0.38965634,3.846285,9.272144
4664,-0.44651863,3.8241386,9.69532
4684,-0.40940848,3.7481227,9.953295
4703,-0.13108255,3.6553473,10.119094
4724,0.12270284,3.6337996,9.985617
4745,-0.08140286,3.4703953,9.844358
4763,-0.28909984,3.4805708,9.640253
4806,-0.25617957,3.7553053,9.465476
4824,-0.19931729,3.9552212,8.9842415
4840,0.39983168,3.887585,8.617331
4851,0.93852705,3.7020345,8.574235
4861,1.3982137,3.2668881,8.620323
4881,1.5095441,2.2296004,10.248979
4901,1.2126632,1.9458874,11.486182
4921,1.2964603,1.7687165,11.32218
4962,1.5023615,1.7884687,10.213664
4967,1.9165585,1.9608512,9.433753
4985,1.8806454,2.3397336,8.946533
5005,1.7986441,2.6527755,8.306683
5023,1.678934,2.8311436,8.104971
5044,1.3605051,2.8137856,8.013991
5068,1.073201,2.8562827,8.3868885
5084,0.8487445,2.6898856,8.944139
5104,0.712275,2.6168625,9.438541
5123,0.86610246,2.7389667,9.575011
5144,0.7858967,2.9706059,8.797494
5163,0.6757634,3.1262288,8.082227
5184,0.6003461,3.1555579,8.25401
5204,0.50517654,3.2477345,8.503606
5224,0.49799395,3.2848446,8.488044
5245,0.30705637,3.3452983,8.337209
5265,0.14604631,3.482965,8.347982
5284,0.092176765,3.7008374,8.555081
5334,0.110731825,3.8229415,8.893861
5344,0.18016368,3.9121256,9.0081835
5352,0.18974048,4.033033,9.109938
5364,-0.2645593,3.9665937,9.578004
5385,-0.4261679,4.0539823,10.011953
5403,-0.42796355,4.1701007,10.147225
5423,-0.39683893,3.9498343,10.127473
5445,-0.45669398,3.8534677,9.929353
5464,-0.5530606,4.063559,10.032902
5485,-0.75237787,3.945046,9.808446
5505,-0.7200562,3.454833,9.784504
5525,-0.6811504,2.878429,10.746973
5544,-1.1073183,2.0632033,12.293627
5565,-1.7046716,1.5556326,12.00752
5584,-1.9333179,1.1246762,10.147225
5605,-2.0506337,1.6124948,8.802881
5625,-2.208651,2.1212628,7.4842744
5646,-2.5887306,1.5298948,6.6762314
5667,-0.6715736,3.316568,6.699575
5687,-0.96306765,4.283227,6.899491
5705,-0.22505496,3.630807,9.822811
5743,-0.18435353,2.5408466,10.945692
5760,-0.42796355,2.1733365,10.282497
5771,-1.1366472,2.0452468,9.647436
5785,-1.2731167,1.6077064,9.278131
5802,-1.1456255,2.047641,9.114726
5822,-1.1402385,2.7808652,8.195353
5843,-1.6998832,2.8030117,7.8793178
5865,-1.6561891,2.6402059,7.9427643
5886,-1.4903905,2.8443117,8.0445175
5913,-1.1552023,3.3075895,8.285733
5934,-1.0875661,3.6092591,8.405443
5950,-0.85652566,3.7900212,8.736442
5963,-0.8230068,3.7229836,9.018958
5986,-0.8912416,3.7523127,9.115324
6007,-1.0372878,3.7858315,9.221867
6028,-1.0013748,3.6750996,9.432556
6049,-0.7308301,3.7271736,9.7084875
6068,-0.29688102,3.86903,9.807847
6088,-0.01616086,3.9630024,10.078392
6109,0.3184288,3.8714242,10.613496
6129,0.43514615,3.881001,10.809222
6144,0.44232875,4.033033,10.47164
6167,0.4985925,3.9486372,10.38066
6185,0.7038953,3.4422636,10.331579
6205,0.98820674,3.044826,10.549451
6225,1.0941502,2.5923219,10.66557
6245,1.2126632,2.1176715,10.611102
6267,1.1761516,1.7914615,10.342353
6287,1.067814,1.6932992,9.411607
6307,1.0714053,1.7393875,9.036316
6370,1.3132197,1.9865888,9.384073
6373,1.6753427,2.3391352,9.068638
6389,1.9524715,2.7617116,8.081029
6405,1.8501194,2.7311857,8.3821
6426,1.882441,2.654571,8.59279
6443,1.8273745,2.569577,8.765771
6466,1.6819267,2.4133554,9.138668
6486,1.5526398,2.368464,9.255983
6508,1.5939398,2.6288335,8.533533
6527,1.484405,2.9322984,7.948151
6544,1.3317747,2.9466639,7.8212585
6566,1.2689269,2.8179753,8.085219
6585,1.371279,2.8712463,8.376713
6607,1.3503298,3.2064347,8.600571
6627,1.0007763,3.301604,8.5299425
6644,0.80205756,3.0819361,8.684368
6664,0.86729956,3.0801406,9.090784
6685,1.0857705,3.5643678,9.5385
6704,0.7182605,3.8163576,9.611523
6724,0.43873745,3.6900635,9.707291
6747,0.3513491,3.6475663,9.573814
6768,0.20410569,3.9444473,9.656414
6788,-0.094570965,4.2359414,9.654019
6808,0.12868834,4.322731,9.519346
6828,0.32022446,4.2945995,10.157999
6847,0.4165911,4.1186256,10.638037
6866,0.40402153,3.690662,10.634445
6885,-0.08738836,3.3602622,10.849325
6904,-0.46866497,3.2782607,10.631453
6924,-0.42676646,3.2070332,9.727641
6944,-0.07182605,2.971803,9.449316
6964,0.2693477,2.2307975,9.968858
6986,0.19991584,1.4915876,10.696694
7006,-0.14664486,1.1145009,10.614694
7026,-0.6913257,1.1127052,9.750386
7046,-1.1097125,1.2425907,9.261371
7065,-1.0965444,1.6262615,8.835801
7086,-1.067814,2.3223755,8.333019
7106,-1.0791864,2.8395233,7.771579
7126,-0.85413146,2.847903,7.291541
7146,-0.350152,2.6312277,7.933786
7166,0.035314474,2.1481974,9.837775
7186,0.20829555,2.0362685,11.511322
7205,0.5243302,2.2493525,11.2605295
7230,0.44711718,2.6030958,9.416395
