0.0,20921.0,492.0,1409.866,1.0,0.033333335,0.0,1.0
0.0,20939.0,492.0,1405.4846,1.0,0.033333335,0.0,1.0
0.0,21093.0,490.0,1377.7933,1.0,0.03529412,0.0,1.0
0.0,21228.0,498.0,1357.0841,1.0,0.03529412,0.0,1.0
0.0,21357.0,503.0,1343.7953,1.0,0.033333335,0.0,1.0
0.0,21490.0,507.0,1329.5061,1.0,0.033333335,0.0,1.0
0.0,21616.0,511.0,1319.7577,1.0,0.03529412,0.0,1.0
0.0,21750.0,511.0,1313.6327,1.0,0.03529412,0.0,1.0
0.0,21881.0,513.0,1307.1709,1.0,0.037254903,0.0,1.0
0.0,22019.0,515.0,1299.0,1.0,0.037254903,0.0,1.0
0.0,22157.0,517.0,1292.0692,1.0,0.03529412,0.0,1.0
0.0,22290.0,523.0,1285.7745,1.0,0.03529412,0.0,1.0
0.0,22441.0,526.0,1278.0,1.0,0.03529412,0.0,1.0
0.0,22578.0,528.0,1273.2197,1.0,0.03529412,0.0,1.0
0.0,22711.0,530.0,1268.1877,1.0,0.03529412,0.0,1.0
0.0,22845.0,531.0,1264.0275,1.0,0.03529412,0.0,1.0
0.0,22977.0,533.0,1259.0,1.0,0.03529412,0.0,1.0
0.0,23118.0,535.0,1253.9904,1.0,0.03529412,0.0,1.0
0.0,23252.0,536.0,1249.8387,1.0,0.03529412,0.0,1.0
0.0,23393.0,538.0,1244.1943,1.0,0.037254903,0.0,1.0
0.0,23532.0,539.0,1239.0,1.0,0.037254903,0.0,1.0
0.0,23683.0,540.0,1231.8628,1.0,0.037254903,0.0,1.0
0.0,23826.0,542.0,1224.7195,1.0,0.037254903,0.0,1.0
0.0,23966.0,544.39105,1215.6089,1.0,0.039215688,0.0,1.0
0.0,24109.0,549.0,1204.3236,1.0,0.037254903,0.0,1.0
0.0,24247.0,557.51117,1182.9777,1.0,0.037254903,0.0,1.0
0.0,24386.0,560.0,1162.2073,1.0,0.037254903,0.0,1.0
0.0,24513.0,559.0,1153.0,1.0,0.04509804,0.0,1.0
1.0,25677.0,483.0,1356.12,1.0,0.033333335,0.0,1.0
1.0,25692.0,483.0,1354.5852,1.0,0.03529412,0.0,1.0
1.0,25834.0,483.0,1342.2661,1.0,0.03529412,0.0,1.0
1.0,25978.0,483.0,1333.437,1.0,0.033333335,0.0,1.0
1.0,26110.0,483.0,1328.6307,1.0,0.033333335,0.0,1.0
1.0,26253.0,483.0,1325.8602,1.0,0.033333335,0.0,1.0
1.0,26394.0,484.3682,1323.0,1.0,0.033333335,0.0,1.0
1.0,26540.0,486.0,1318.0,1.0,0.03529412,0.0,1.0
1.0,26684.0,486.0,1312.2314,1.0,0.03529412,0.0,1.0
1.0,26830.0,490.0,1308.0,1.0,0.03529412,0.0,1.0
1.0,26974.0,494.91003,1303.09,1.0,0.03529412,0.0,1.0
1.0,27119.0,498.0,1297.9943,1.0,0.03529412,0.0,1.0
1.0,27263.0,502.69748,1290.1512,1.0,0.03529412,0.0,1.0
1.0,27409.0,510.0,1276.3259,1.0,0.03529412,0.0,1.0
1.0,27556.0,512.0,1262.4996,1.0,0.03529412,0.0,1.0
1.0,27695.0,516.0,1250.2134,1.0,0.03529412,0.0,1.0
1.0,27832.0,520.0,1245.0,1.0,0.037254903,0.0,1.0
1.0,27981.0,522.0,1238.0,1.0,0.037254903,0.0,1.0
1.0,28123.0,524.0,1230.5,1.0,0.03529412,0.0,1.0
1.0,28277.0,526.0,1220.435,1.0,0.037254903,0.0,1.0
1.0,28414.0,530.0,1208.1517,1.0,0.037254903,0.0,1.0
1.0,28562.0,534.34125,1199.6587,1.0,0.03529412,0.0,1.0
1.0,28705.0,536.0,1192.0,1.0,0.037254903,0.0,1.0
2.0,31361.0,459.0,1326.5404,1.0,0.03137255,0.0,1.0
2.0,31377.0,459.0,1324.8198,1.0,0.03137255,0.0,1.0
2.0,31536.0,460.0,1310.9153,1.0,0.033333335,0.0,1.0
2.0,31669.0,462.0,1298.6283,1.0,0.033333335,0.0,1.0
2.0,31798.0,466.0,1286.347,1.0,0.03137255,0.0,1.0
2.0,31929.0,470.0,1275.5,1.0,0.03137255,0.0,1.0
2.0,32059.0,473.0,1267.5,1.0,0.03137255,0.0,1.0
2.0,32190.0,477.0,1262.0348,1.0,0.03137255,0.0,1.0
2.0,32319.0,477.0,1254.7443,1.0,0.033333335,0.0,1.0
2.0,32446.0,479.54657,1244.4535,1.0,0.03529412,0.0,1.0
2.0,32586.0,483.83813,1232.1619,1.0,0.033333335,0.0,1.0
2.0,32720.0,490.0,1227.0,1.0,0.04117647,0.0,1.0
3.0,37676.0,530.01495,1236.9452,1.0,0.03529412,0.0,1.0
3.0,37836.0,590.72595,1074.9136,1.0,0.039215688,0.0,1.0
3.0,37961.0,601.0,1029.8162,1.0,0.039215688,0.0,1.0
